α,p,d
0.086,0.34,4.250159999999999
0.086,0.36,4.3276
0.086,0.38,4.43591
0.086,0.4,4.56672
0.086,0.42,4.66903
0.086,0.44,4.76489
0.087,0.18,4.652880000000001
0.087,0.2,4.363580000000001
0.087,0.22,4.15612
0.087,0.24,4.16564
0.087,0.26,4.15125
0.087,0.28,4.13214
0.087,0.3,4.15409
0.087,0.32,4.2023600000000005
0.087,0.34,4.2495899999999995
0.087,0.36,4.3743300000000005
0.087,0.38,4.499689999999999
0.087,0.4,4.6161200000000004
0.087,0.42,4.72123
0.088,0.18,4.61392
0.088,0.2,4.32429
0.088,0.22,4.157760000000001
0.088,0.24,4.1432400000000005
0.088,0.26,4.13124
0.088,0.28,4.1286000000000005
0.088,0.3,4.1519
0.088,0.32,4.20428
0.088,0.34,4.26009
0.088,0.36,4.40005
0.088,0.38,4.5440700000000005
0.088,0.4,4.6815299999999995
0.088,0.42,4.76738
0.089,0.18,4.57344
0.089,0.2,4.2917499999999995
0.089,0.22,4.15914
0.089,0.24,4.147830000000001
0.089,0.26,4.1479
0.089,0.28,4.15336
0.089,0.3,4.170700000000001
0.089,0.32,4.23138
0.089,0.34,4.327820000000001
0.089,0.36,4.467499999999999
0.089,0.38,4.59004
0.089,0.4,4.72959
0.09,0.18,4.52736
0.09,0.2,4.22498
0.09,0.22,4.15654
0.09,0.24,4.15415
0.09,0.26,4.12933
0.09,0.28,4.123520000000001
0.09,0.3,4.1985399999999995
0.09,0.32,4.24174
0.09,0.34,4.356249999999999
0.09,0.36,4.51257
0.09,0.38,4.64879
0.09,0.4,4.77867
0.091,0.16,4.801119999999999
0.091,0.18,4.49137
0.091,0.2,4.17246
0.091,0.22,4.15293
0.091,0.24,4.16289
0.091,0.26,4.1434299999999995
0.091,0.28,4.14328
0.091,0.3,4.18326
0.091,0.32,4.258799999999999
0.091,0.34,4.4225200000000005
0.091,0.36,4.55096
0.091,0.38,4.69378
0.092,0.16,4.76473
0.092,0.18,4.44814
0.092,0.2,4.166980000000001
0.092,0.22,4.15181
0.092,0.24,4.13785
0.092,0.26,4.13397
0.092,0.28,4.129099999999999
0.092,0.3,4.22568
0.092,0.32,4.30427
0.092,0.34,4.4699100000000005
0.092,0.36,4.60316
0.092,0.38,4.7209900000000005
0.093,0.16,4.7529900000000005
0.093,0.18,4.3956
0.093,0.2,4.16447
0.093,0.22,4.1593599999999995
0.093,0.24,4.15622
0.093,0.26,4.14331
0.093,0.28,4.1583
0.093,0.3,4.2181
0.093,0.32,4.35086
0.093,0.34,4.50227
0.093,0.36,4.62898
0.093,0.38,4.7807699999999995
0.094,0.16,4.68291
0.094,0.18,4.357380000000001
0.094,0.2,4.16915
0.094,0.22,4.17016
0.094,0.24,4.16858
0.094,0.26,4.12996
0.094,0.28,4.162529999999999
0.094,0.3,4.2409799999999995
0.094,0.32,4.38011
0.094,0.34,4.55334
0.094,0.36,4.67173
0.095,0.16,4.65648
0.095,0.18,4.31976
0.095,0.2,4.16251
0.095,0.22,4.15004
0.095,0.24,4.139349999999999
0.095,0.26,4.14467
0.095,0.28,4.187430000000001
0.095,0.3,4.2758400000000005
0.095,0.32,4.44116
0.095,0.34,4.600720000000001
0.095,0.36,4.74006
0.096,0.16,4.63203
0.096,0.18,4.29062
0.096,0.2,4.1566600000000005
0.096,0.22,4.15428
0.096,0.24,4.15677
0.096,0.26,4.1328499999999995
0.096,0.28,4.18934
0.096,0.3,4.32059
0.096,0.32,4.47869
0.096,0.34,4.63535
0.096,0.36,4.77275
0.097,0.16,4.58003
0.097,0.18,4.23157
0.097,0.2,4.16889
0.097,0.22,4.14693
0.097,0.24,4.14373
0.097,0.26,4.13723
0.097,0.28,4.20499
0.097,0.3,4.3571800000000005
0.097,0.32,4.537319999999999
0.097,0.34,4.6815
0.098,0.16,4.54477
0.098,0.18,4.198379999999999
0.098,0.2,4.14595
0.098,0.22,4.1540799999999996
0.098,0.24,4.15022
0.098,0.26,4.16533
0.098,0.28,4.214910000000001
0.098,0.3,4.39233
0.098,0.32,4.56695
0.098,0.34,4.75548
0.099,0.16,4.50405
0.099,0.18,4.17147
0.099,0.2,4.14769
0.099,0.22,4.14329
0.099,0.24,4.14791
0.099,0.26,4.155670000000001
0.099,0.28,4.255420000000001
0.099,0.3,4.443340000000001
0.099,0.32,4.60944
0.099,0.34,4.78281
0.1,0.16,4.4826
0.1,0.18,4.16225
0.1,0.2,4.1660699999999995
0.1,0.22,4.15189
0.1,0.24,4.15286
0.1,0.26,4.193560000000001
0.1,0.28,4.31443
0.1,0.3,4.4886099999999995
0.1,0.32,4.66845
0.1,0.34,4.80022
0.101,0.16,4.4467799999999995
0.101,0.18,4.17954
0.101,0.2,4.1501
0.101,0.22,4.1377
0.101,0.24,4.13234
0.101,0.26,4.19546
0.101,0.28,4.35592
0.101,0.3,4.50805
0.101,0.32,4.699509999999999
0.102,0.14,4.78529
0.102,0.16,4.38926
0.102,0.18,4.17073
0.102,0.2,4.16274
0.102,0.22,4.13397
0.102,0.24,4.15372
0.102,0.26,4.1889899999999995
0.102,0.28,4.37891
0.102,0.3,4.57239
0.102,0.32,4.73669
0.103,0.14,4.72929
0.103,0.16,4.3601600000000005
0.103,0.18,4.16453
0.103,0.2,4.15103
0.103,0.22,4.15659
0.103,0.24,4.13197
0.103,0.26,4.22325
0.103,0.28,4.41704
0.103,0.3,4.60394
0.103,0.32,4.7965599999999995
0.104,0.14,4.71914
0.104,0.16,4.32421
0.104,0.18,4.156350000000001
0.104,0.2,4.15685
0.104,0.22,4.13499
0.104,0.24,4.15384
0.104,0.26,4.25841
0.104,0.28,4.45321
0.104,0.3,4.64173
0.105,0.14,4.68595
0.105,0.16,4.29077
0.105,0.18,4.16202
0.105,0.2,4.1614
0.105,0.22,4.14373
0.105,0.24,4.170730000000001
0.105,0.26,4.2881
0.105,0.28,4.48147
0.105,0.3,4.67648
0.106,0.14,4.64666
0.106,0.16,4.2475499999999995
0.106,0.18,4.1480500000000005
0.106,0.2,4.15407
0.106,0.22,4.149089999999999
0.106,0.24,4.17698
0.106,0.26,4.31027
0.106,0.28,4.52194
0.106,0.3,4.73354
0.107,0.14,4.63469
0.107,0.16,4.22447
0.107,0.18,4.16092
0.107,0.2,4.1477699999999995
0.107,0.22,4.15668
0.107,0.24,4.199450000000001
0.107,0.26,4.3576500000000005
0.107,0.28,4.5632
0.107,0.3,4.76053
0.108,0.14,4.58335
0.108,0.16,4.18189
0.108,0.18,4.16274
0.108,0.2,4.14652
0.108,0.22,4.142519999999999
0.108,0.24,4.19434
0.108,0.26,4.39582
0.108,0.28,4.59766
0.109,0.14,4.546200000000001
0.109,0.16,4.17609
0.109,0.18,4.16184
0.109,0.2,4.14668
0.109,0.22,4.13996
0.109,0.24,4.218380000000001
0.109,0.26,4.42188
0.109,0.28,4.65235
0.11,0.14,4.5024500000000005
0.11,0.16,4.16686
0.11,0.18,4.14526
0.11,0.2,4.1558399999999995
0.11,0.22,4.15231
0.11,0.24,4.24207
0.11,0.26,4.47528
0.11,0.28,4.710890000000001
0.111,0.14,4.4833799999999995
0.111,0.16,4.17007
0.111,0.18,4.16094
0.111,0.2,4.14518
0.111,0.22,4.144769999999999
0.111,0.24,4.28159
0.111,0.26,4.526000000000001
0.111,0.28,4.72884
0.112,0.14,4.43576
0.112,0.16,4.15193
0.112,0.18,4.15331
0.112,0.2,4.1442
0.112,0.22,4.1723
0.112,0.24,4.30467
0.112,0.26,4.5464199999999995
0.112,0.28,4.774369999999999
0.113,0.14,4.409740000000001
0.113,0.16,4.16408
0.113,0.18,4.15991
0.113,0.2,4.16462
0.113,0.22,4.18393
0.113,0.24,4.3550699999999996
0.113,0.26,4.58969
0.113,0.28,4.80017
0.114,0.14,4.39123
0.114,0.16,4.160939999999999
0.114,0.18,4.14882
0.114,0.2,4.140130000000001
0.114,0.22,4.17438
0.114,0.24,4.3911500000000006
0.114,0.26,4.62694
0.115,0.12,4.7986
0.115,0.14,4.34554
0.115,0.16,4.14476
0.115,0.18,4.14444
0.115,0.2,4.1491299999999995
0.115,0.22,4.18475
0.115,0.24,4.44082
0.115,0.26,4.68118
0.116,0.12,4.76199
0.116,0.14,4.312219999999999
0.116,0.16,4.17069
0.116,0.18,4.14961
0.116,0.2,4.1404499999999995
0.116,0.22,4.21348
0.116,0.24,4.478059999999999
0.116,0.26,4.7067499999999995
0.117,0.12,4.7434199999999995
0.117,0.14,4.27713
0.117,0.16,4.15752
0.117,0.18,4.16697
0.117,0.2,4.13752
0.117,0.22,4.247719999999999
0.117,0.24,4.47758
0.117,0.26,4.739240000000001
0.118,0.12,4.70469
0.118,0.14,4.2476
0.118,0.16,4.16015
0.118,0.18,4.137130000000001
0.118,0.2,4.14562
0.118,0.22,4.272270000000001
0.118,0.24,4.53807
0.118,0.26,4.77741
0.119,0.12,4.6697500000000005
0.119,0.14,4.205299999999999
0.119,0.16,4.167669999999999
0.119,0.18,4.1380099999999995
0.119,0.2,4.14245
0.119,0.22,4.29368
0.119,0.24,4.56824
0.119,0.26,4.80007
0.12,0.12,4.64863
0.12,0.14,4.1891300000000005
0.12,0.16,4.16975
0.12,0.18,4.15517
0.12,0.2,4.14331
0.12,0.22,4.34514
0.12,0.24,4.60975
0.121,0.12,4.6143
0.121,0.14,4.17141
0.121,0.16,4.16258
0.121,0.18,4.14611
0.121,0.2,4.14775
0.121,0.22,4.35987
0.121,0.24,4.633279999999999
0.122,0.12,4.587249999999999
0.122,0.14,4.157970000000001
0.122,0.16,4.16455
0.122,0.18,4.14701
0.122,0.2,4.16378
0.122,0.22,4.41033
0.122,0.24,4.68861
0.123,0.12,4.56268
0.123,0.14,4.16744
0.123,0.16,4.15381
0.123,0.18,4.14723
0.123,0.2,4.15437
0.123,0.22,4.44855
0.123,0.24,4.71342
0.124,0.12,4.5368200000000005
0.124,0.14,4.1586300000000005
0.124,0.16,4.16609
0.124,0.18,4.13598
0.124,0.2,4.18874
0.124,0.22,4.47307
0.124,0.24,4.74823
0.125,0.12,4.493
0.125,0.14,4.1733400000000005
0.125,0.16,4.176309999999999
0.125,0.18,4.15463
0.125,0.2,4.2139
0.125,0.22,4.518949999999999
0.125,0.24,4.78096
0.126,0.12,4.46623
0.126,0.14,4.149859999999999
0.126,0.16,4.1586
0.126,0.18,4.14881
0.126,0.2,4.25014
0.126,0.22,4.541930000000001
0.126,0.24,4.7966500000000005
0.127,0.12,4.45791
0.127,0.14,4.1640500000000005
0.127,0.16,4.151999999999999
0.127,0.18,4.1553700000000005
0.127,0.2,4.28624
0.127,0.22,4.56335
0.128,0.12,4.40606
0.128,0.14,4.14457
0.128,0.16,4.14438
0.128,0.18,4.148549999999999
0.128,0.2,4.30064
0.128,0.22,4.59725
0.129,0.12,4.37857
0.129,0.14,4.15642
0.129,0.16,4.14475
0.129,0.18,4.14975
0.129,0.2,4.353610000000001
0.129,0.22,4.62477
0.13,0.12,4.349200000000001
0.13,0.14,4.159470000000001
0.13,0.16,4.15376
0.13,0.18,4.1424
0.13,0.2,4.36356
0.13,0.22,4.66921
0.131,0.12,4.32607
0.131,0.14,4.14212
0.131,0.16,4.14725
0.131,0.18,4.152199999999999
0.131,0.2,4.4084900000000005
0.131,0.22,4.7136499999999995
0.132,0.12,4.300929999999999
0.132,0.14,4.15574
0.132,0.16,4.15065
0.132,0.18,4.15245
0.132,0.2,4.43824
0.132,0.22,4.74493
0.133,0.12,4.27764
0.133,0.14,4.16981
0.133,0.16,4.149559999999999
0.133,0.18,4.158150000000001
0.133,0.2,4.475350000000001
0.133,0.22,4.75377
0.134,0.1,4.79951
0.134,0.12,4.231319999999999
0.134,0.14,4.14449
0.134,0.16,4.154529999999999
0.134,0.18,4.18867
0.134,0.2,4.5056899999999995
0.134,0.22,4.79416
0.135,0.1,4.78957
0.135,0.12,4.21844
0.135,0.14,4.15214
0.135,0.16,4.14189
0.135,0.18,4.19928
0.135,0.2,4.50861
0.136,0.1,4.750400000000001
0.136,0.12,4.21093
0.136,0.14,4.16275
0.136,0.16,4.14597
0.136,0.18,4.23249
0.136,0.2,4.5486699999999995
0.137,0.1,4.72771
0.137,0.12,4.1868
0.137,0.14,4.142
0.137,0.16,4.13583
0.137,0.18,4.25729
0.137,0.2,4.58895
0.138,0.1,4.70316
0.138,0.12,4.19681
0.138,0.14,4.1524
0.138,0.16,4.15276
0.138,0.18,4.2781
0.138,0.2,4.61144
0.139,0.1,4.66587
0.139,0.12,4.18135
0.139,0.14,4.160380000000001
0.139,0.16,4.1282700000000006
0.139,0.18,4.31082
0.139,0.2,4.64807
0.14,0.1,4.652550000000001
0.14,0.12,4.16458
0.14,0.14,4.16059
0.14,0.16,4.15368
0.14,0.18,4.342619999999999
0.14,0.2,4.69705
0.141,0.1,4.61911
0.141,0.12,4.151400000000001
0.141,0.14,4.1619399999999995
0.141,0.16,4.1589100000000006
0.141,0.18,4.38056
0.141,0.2,4.70566
0.142,0.1,4.60543
0.142,0.12,4.163410000000001
0.142,0.14,4.15976
0.142,0.16,4.13547
0.142,0.18,4.38049
0.142,0.2,4.748849999999999
0.143,0.1,4.58817
0.143,0.12,4.15958
0.143,0.14,4.13774
0.143,0.16,4.135980000000001
0.143,0.18,4.41796
0.143,0.2,4.77708
0.144,0.1,4.55289
0.144,0.12,4.15339
0.144,0.14,4.14826
0.144,0.16,4.147799999999999
0.144,0.18,4.446389999999999
0.144,0.2,4.80141
0.145,0.1,4.51847
0.145,0.12,4.163209999999999
0.145,0.14,4.16331
0.145,0.16,4.14428
0.145,0.18,4.50192
0.146,0.1,4.5022
0.146,0.12,4.15113
0.146,0.14,4.1323300000000005
0.146,0.16,4.1377
0.146,0.18,4.51705
0.147,0.1,4.45509
0.147,0.12,4.14532
0.147,0.14,4.16584
0.147,0.16,4.16277
0.147,0.18,4.52452
0.148,0.1,4.447419999999999
0.148,0.12,4.14944
0.148,0.14,4.15912
0.148,0.16,4.19215
0.148,0.18,4.56191
0.149,0.1,4.42971
0.149,0.12,4.15451
0.149,0.14,4.14708
0.149,0.16,4.2126
0.149,0.18,4.58999
0.15,0.1,4.39138
0.15,0.12,4.16588
0.15,0.14,4.15677
0.15,0.16,4.25321
0.15,0.18,4.62793
